Index,Date,Date_num,Start_time,End_time,Observers,Scribe,Xcoord,Ycoord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind (km/h),Soil_pH,Soil_Hum (%),Rain,Plot_ID_Full,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,No.,Recap,SVL(mm),GPS_Waypoint,Mass (g),Burrow(Y/N),Burrow_Depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,Final_PITtag_Toeclip,Toeclip,Old_wrong,Body Condition,Ycoord,Xcoord,Comments,Outside Plot,Captured_only_once,Matured_during_study,Underground,QC
353,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,14,R,,,,,,,,,,U,ID-982000406563204,9.82E+14,,,,4121490,363221,2208,N,N,N,Y,
354,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,15,R,,,,,,,,,,U,ID-982000406562616,9.82E+14,,,,4121480,363219,2213,N,N,N,Y,
355,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,16,R,,,,,,,,,,U,ID-982000406563134,9.82E+14,,,,4121460,363227,2216,N,N,N,Y,
356,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,17,R,,,,,,,,,,U,ID-900118001076846,9.00E+14,,,,4121460,363227,2220,N,N,N,Y,
357,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,18,R,,,,,,,,,,U,ID-982000406563195,9.82E+14,,,,4121480,363228,2226,N,N,N,Y,
358,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,19,R,,,,,,,,,,U,ID-982000406563041,9.82E+14,,,,4121480,363226,2227,N,N,N,Y,
359,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,20,R,,,,,,,,,,U,ID-982000406563288,9.82E+14,,,,4121480,363226,2228,N,N,N,Y,
360,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,21,R,,,,,,,,,,U,ID-982000406563162,9.82E+14,,,,4121480,363226,2229,N,N,N,Y,
361,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,22,R,,,,,,,,,,U,ID-982000406563321,9.82E+14,,,,4121490,363228,2230,N,N,N,Y,
362,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,23,R,,,,,,,,,,U,ID-982000406562895,9.82E+14,,,,4121490,363228,2231,N,N,N,Y,
363,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,24,R,,,,,,,,,,U,ID-982000406562859,9.82E+14,,,,4121480,363235,2235,N,N,N,Y,
364,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,25,R,,,,,,,,,,U,ID-982000406563083,9.82E+14,,,,4121470,363225,2240,N,N,N,Y,
365,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,26,R,,,,,,,,,,U,ID-900118001079885,9.00E+14,,,,4121460,363229,2243,N,N,N,Y,
366,29-Aug-16,20160829,2104,2304,"ADS, HM","ADS, HM",,,23.8,22.5,90.4,0,6.9,10,No,B; Ftown Loop,B,Plot,7,SS-29-AUG-2016-01,27,R,,,,,,,,,,U,ID-900118001076747,9.00E+14,,,,4121490,363240,2252,N,N,N,Y,
378,8-May-16,20160508,21:45,23:00,"ADS, MRL",?,,,15.1,13.6,86.2,0,6.3,60,No,C; Gooseley,C,Plot,2,SS-08-MAY-2016-01,1,R,,,,,,,,GY,N,U,ID-982000406255194,9.82E+14,,,OK,4120501,365732,,N,N,N,N,
380,8-May-16,20160508,21:45,23:00,"ADS, MRL",?,,,15.1,13.6,86.2,0,6.3,60,No,C; Gooseley,C,Plot,2,SS-08-MAY-2016-01,3,R,,,,,,,,G,N,U,ID-982000406255203,9.82E+14,,,OK,4120496,365739,,N,N,N,N,
381,8-May-16,20160508,21:45,23:00,"ADS, MRL",?,,,15.1,13.6,86.2,0,6.3,60,No,C; Gooseley,C,Plot,2,SS-08-MAY-2016-01,4,R,,,,,,,,G,N,U,ID-982000406255146,9.82E+14,,,OK,4120488,365733,,N,N,N,N,
397,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,6,R,,,,,,,,,,U,ID-982000406562645,9.82E+14,,,,4120500,365710,,N,N,N,Y,
399,23-May-16,20160523,21:45,23:40,"ADS, MR",HW,,,18,15.3,95.5,,5.5,50,"No, rained earlier (drizzle)",C; Gooseley,C,Plot,3,SS-23-MAY-2016-01,8,R,,,,,,,,,,U,ID-982000406255146,9.82E+14,,,,4120480,365723,,N,N,N,Y,
408,11-Jun-16,20160611,23:09,,"KN, JF",ADS,,,25.9,26.4,78.3,,5.8,50,No,C; Gooseley,C,Plot,4,SS-11-JUN-2016-01,9,R,,,,,,,,,,U,ID-982000406255148,9.82E+14,,,,-,-,0:08,N,N,N,Y,
409,11-Jun-16,20160611,23:09,,"KN, JF",ADS,,,25.9,26.4,78.3,,5.8,50,No,C; Gooseley,C,Plot,4,SS-11-JUN-2016-01,10,R,,,,,,,,,,U,ID-982000406562645,9.82E+14,,,,4120500,365715,0:14,N,N,N,Y,
410,11-Jun-16,20160611,23:09,,"KN, JF",ADS,,,25.9,26.4,78.3,,5.8,50,No,C; Gooseley,C,Plot,4,SS-11-JUN-2016-01,11,R,,,,,,,,,,U,ID-982000406255203,9.82E+14,,,,4120510,365735,0:29,N,N,N,Y,
423,5-Jul-16,20160705,23:42,,"KN, ADS","HM, ADS",,,25.7,25,98.5,0,6.1,55,No,C; Gooseley,C,Plot,5,SS-05-JUL-2016-02,11,R,,,,,,,,,,U,ID-982000406255194,9.82E+14,,,,4120490,365724,0:28,N,N,N,Y,
425,5-Jul-16,20160705,23:42,,"KN, ADS","HM, ADS",,,25.7,25,98.5,0,6.1,55,No,C; Gooseley,C,Plot,5,SS-05-JUL-2016-02,13,R,,,,,,,,,,U,ID-982000406255203,9.82E+14,,,,4120500,365735,0:35,N,N,N,Y,
440,21-Jul-16,20160721,23:19,1:05,"ADS, JF, FW","HM, ADS",,,23.9,22.6,93,0,6.2,50,No,C; Gooseley,C,Plot,6,SS-21-JUL-2016-02,14,R,,,,,,,,,,U,ID-982000406562628,9.82E+14,,,,4120500,365735,0:33,N,N,N,Y,
442,21-Jul-16,20160721,23:19,1:05,"ADS, JF, FW","HM, ADS",,,23.9,22.6,93,0,6.2,50,No,C; Gooseley,C,Plot,6,SS-21-JUL-2016-02,16,R,,,,,,,,,,U,ID-982000406562645,9.82E+14,,,,4120520,365732,1:02,N,N,N,Y,
443,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,1,R,,,,,,,,,,U,ID-982000406562645,9.82E+14,,,,4120520,365732,2120,N,N,N,Y,
444,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,2,R,,,,,,,,,,U,ID-982000406255054,9.82E+14,,,,4120510,365732,2130,N,N,N,Y,
445,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,3,R,,,,,,,,,,U,ID-982000406562556,9.82E+14,,,,4120510,365741,2132,N,N,N,Y,
446,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,4,R,,,,,,,,,,U,ID-982000406562628,9.82E+14,,,,4120500,365733,2137,N,N,N,Y,
447,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,5,R,,,,,,,,,,U,ID-982000406255194,9.82E+14,,,,4120490,365723,2207,N,N,N,Y,
448,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,6,R,,,,,,,,,,U,ID-982000406255089,9.82E+14,,,,4120490,365724,2210,N,N,N,Y,
449,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,7,R,,,,,,,,,,U,ID-982000406255135,9.82E+14,,,,4120480,365724,2213,N,N,N,Y,
450,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,8,R,,,,,,,,,,U,ID-982000406255093,9.82E+14,,,,4120490,365724,2214,N,N,N,Y,
451,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,9,R,,,,,,,,,,U,ID-982000406255146,9.82E+14,,,,4120490,365726,2215,N,N,N,Y,
452,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,10,R,,,,,,,,,,U,ID-982000406255080,9.82E+14,,,,4120480,365731,2237,N,N,N,Y,
453,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,11,R,,,,,,,,,,U,ID-900118001079196,9.00E+14,,,,4120490,365734,2240,N,N,N,Y,
454,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,12,R,,,,,,,,,,U,ID-982000406563243,9.82E+14,,,,4120480,365730,2245,N,N,N,Y,
455,30-Aug-16,20160830,21:10,23:27,"ADS, HM","HM, ADS",,,24.2,24.1,96.3,0,6.8,2%,No,C; Gooseley,C,Plot,7,SS-30-AUG-2016-01,13,R,,,,,,,,,,U,ID-982000406563163,9.82E+14,,,,4120480,365738,2305,N,N,Y,Y,
475,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,15,R,,,,,,,,,,U,ID-982000406562878,9.82E+14,,,,4118370,365794,7,N,N,N,Y,
476,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,16,R,,,,,,,,,,U,ID-982000406562652,9.82E+14,,,,4118400,365790,40,N,N,N,Y,
484,2-Jun-16,20160602,22:00,0:15,"ADS, MRL","KN, ADS",,,23.1,22.2,94.4,0,5.3,60,No,E; FT1,E,Plot,3,SS-02-JUN-2016-01,8,R,,,,,,,,,,U,ID-982000406562620,9.82E+14,,,,4118380,365795,23:40,N,N,N,Y,
485,2-Jun-16,20160602,22:00,0:15,"ADS, MRL","KN, ADS",,,23.1,22.2,94.4,0,5.3,60,No,E; FT1,E,Plot,3,SS-02-JUN-2016-01,9,R,,,,,,,,,,U,ID-982000406562652,9.82E+14,,,,4118400,365789,23:53,N,N,N,Y,
493,25-Jun-16,20160625,21:26,22:49,"ADS, KN",JF,,,22.7,22.9,86.7,0,6.6,20,No,E; FT1,E,Plot,4,SS-25-JUN-2016-01,3,R,,,,,,,,,,U,ID-982000406562878,9.82E+14,,,,4118390,365798,22:07,N,N,N,Y,
494,25-Jun-16,20160625,21:26,22:49,"ADS, KN",JF,,,22.7,22.9,86.7,0,6.6,20,No,E; FT1,E,Plot,4,SS-25-JUN-2016-01,4,R,,,,,,,,,,U,ID-982000406562669,9.82E+14,,,,4118390,365792,22:18,N,N,N,Y,
495,25-Jun-16,20160625,21:26,22:49,"ADS, KN",JF,,,22.7,22.9,86.7,0,6.6,20,No,E; FT1,E,Plot,4,SS-25-JUN-2016-01,5,R,,,,,,,,,,U,ID-982000406562620,9.82E+14,,,,4118390,365790,22:20,N,N,N,Y,
496,25-Jun-16,20160625,21:26,22:49,"ADS, KN",JF,,,22.7,22.9,86.7,0,6.6,20,No,E; FT1,E,Plot,4,SS-25-JUN-2016-01,6,R,,,,,,,,,,U,ID-982000406562698,9.82E+14,,,,4118390,365782,22:44,N,N,N,Y,
502,17-Jul-16,20160717,21:37,22:08,"ADS, JF, FW",HM,,,24.4,24.3,92.4,0,5.2,57,No,E;FT1,E,Plot,5,SS-17-JUL-2016-01,5,R,,,,,,,,,,U,ID-982000406562878,9.82E+14,,,,4118350,365792,22:20,N,N,N,Y,
503,17-Jul-16,20160717,21:37,22:08,"ADS, JF, FW",HM,,,24.4,24.3,92.4,0,5.2,57,No,E;FT1,E,Plot,5,SS-17-JUL-2016-01,6,R,,,,,,,,,,U,ID-982000406562669,9.82E+14,,,,4118390,365796,22:28,N,N,N,Y,
504,17-Jul-16,20160717,21:37,22:08,"ADS, JF, FW",HM,,,24.4,24.3,92.4,0,5.2,57,No,E;FT1,E,Plot,5,SS-17-JUL-2016-01,7,R,,,,,,,,,,U,ID-982000406562620,9.82E+14,,,,4118390,365796,22:29,N,N,N,Y,
505,17-Jul-16,20160717,21:37,22:08,"ADS, JF, FW",HM,,,24.4,24.3,92.4,0,5.2,57,No,E;FT1,E,Plot,5,SS-17-JUL-2016-01,8,R,,,,,,,,,,U,ID-982000406562698,9.82E+14,,,,4118410,365784,23:00,N,N,N,Y,
506,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,1,R,,,,,,,,,,U,ID-982000406563079,9.82E+14,,,,4118410,365776,20:54,N,N,N,Y,
507,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,2,R,,,,,,,,,,U,ID-982000406562660,9.82E+14,,,,4118400,365789,21:00,N,N,Y,Y,
508,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,3,R,,,,,,,,,,U,ID-900118001076856,9.00E+14,,,,4118390,365792,21:03,N,N,N,Y,
509,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,4,R,,,,,,,,,,U,ID-982000406563091,9.82E+14,,,,4118380,365792,21:04,N,N,N,Y,
510,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,5,R,,,,,,,,,,U,ID-982000406562878,9.82E+14,,,,4118390,365796,21:13,N,N,N,Y,
511,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,6,R,,,,,,,,,,U,ID-982000406562575,9.82E+14,,,,4118400,365798,21:19,N,N,N,Y,
512,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,7,R,,,,,,,,,,U,ID-982000406562669,9.82E+14,,,,4118380,365794,21:28,N,N,N,Y,
513,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,8,R,,,,,,,,,,U,ID-982000406562620,9.82E+14,,,,4118390,365793,21:29,N,N,N,Y,
514,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,9,R,,,,,,,,,,U,ID-982000406562716,9.82E+14,,,,4118400,365790,22:00,N,N,N,Y,
515,19-Aug-16,20160819,20:38,22:04,"ADS, HM",JF,,,26.6,26.5,98.6,,7,10,No,E; FT1,E,Plot,6,SS-19-AUG-2016-01,10,R,,,,,,,,,,U,ID-982000406562698,9.82E+14,,,,4118380,365783,22:03,N,N,N,Y,
