Index,Date,Date_num,Start_time,End_time,Observers,Scribe,Xcoord,Ycoord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind (km/h),Soil_pH,Soil_Hum (%),Rain,Plot_ID_Full,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,No.,Recap,SVL(mm),GPS_Waypoint,Mass (g),Burrow(Y/N),Burrow_Depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,Final_PITtag_Toeclip,Toeclip,Old_wrong,Body Condition,Ycoord,Xcoord,Comments,Outside Plot,Captured_only_once,Matured_during_study,Underground,QC
27,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,4,N,37.6,#460/5,,N,,L.L.,N,GY,N,SNBA,ID-982000406562743,9.82E+14,,,OK,4118999,367374,,N,N,N,N,
48,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,25,N,37.6,#472/5,,N,,L.L.,N,G,N,SNBA,ID-982000406562592,9.82E+14,,,OK,4118979,367372,,N,Y,N,N,
230,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,8,N,37.6,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563030,9.82E+14,,,OK,4121464,363209,Nebulus has white dots,N,N,N,N,
15,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,1,N,37.7,#333/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562831,9.82E+14,,,OK,4118983,367381,,N,Y,N,N,
148,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,18,N,37.8,,5.4,N,,L.L.,N,GY,N,SNBA,ID-982000406562671,9.82E+14,,,OK,4121497,363218,PERI; Peed,Y,Y,N,N,
282,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,8,R,37.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562634,9.82E+14,,,OK,4121492,363221,,N,N,N,N,
124,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,12,N,37.9,,4.8,N,,L.L.,N,G,N,SNBA,ID-982000406255164,9.82E+14,,,OK,-,-,,N,N,N,N,
156,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,26,N,37.9,,4.8,N,,L.L.,N,GY,N,SNBA,ID-982000406562647,9.82E+14,,,OK,4121489,363215,PERI,Y,Y,N,N,
134,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,4,N,38,,6.3,N,,L.L.,N,G,N,SNBA,ID-982000406562666,9.82E+14,,,OK,4121484,363225,,N,Y,N,N,
178,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,20,N,38,#312/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562857,9.82E+14,,,OK,4121493,363228,,N,N,N,N,
417,5-Jul-16,20160705,23:42,,"KN, ADS","HM, ADS",,,25.7,25,98.5,0,6.1,55,No,C; Gooseley,C,Plot,5,SS-05-JUL-2016-02,5,N,38,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563243,9.82E+14,,,OK,4120495,365734,,N,N,N,N,
3,26-Apr-16,20160426,22:31,12:00,"AO, ADS","AO, ADS",,,,18.8,,,5.6,55,No,A; Etour,A,Plot,1,SS-26-APR-2016-02,3,N,38.1,#113/5,4.9,N,,L.L.,N,G,N,SNBA,ID-982000406255143,9.82E+14,,,OK,4118994,367363,,N,Y,N,N,
16,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,2,N,38.2,#334/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562882,9.82E+14,,,OK,4119001,367360,,N,N,N,N,
249,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,27,R,38.2,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562611,9.82E+14,,,OK,4121478,363225,,N,N,N,N,
19,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,5,N,38.3,#328/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562842,9.82E+14,,,OK,4118983,367363,,N,N,N,N,
276,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,2,N,38.3,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563226,9.82E+14,,,OK,4121498,363221,,N,Y,N,N,
290,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,16,N,38.3,,,N,,L.L.,N,G,N,SNBA,ID-982000406255118,9.82E+14,,,OK,4121475,363208,PERI,Y,Y,N,N,
120,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,8,N,38.4,,5,N,,L.L.,N,G,N,SNBA,ID-982000406255183,9.82E+14,,,OK,-,-,,N,N,N,N,
243,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,21,N,38.4,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563310,9.82E+14,,,OK,4121474,363220,,N,Y,N,N,
277,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,3,R,38.4,,,Y,,L.L.,N,GY,N,SNBA,ID-982000406562830,9.82E+14,,,OK,4121482,363207,,N,N,N,N,
368,25-Apr-16,20160425,23:50,1:15,"ADS, AO",AO,,,,17.9,,0.8,5.6,45,No,C; Gooseley,C,Plot,1,SS-25-APR-2016-02,2,N,38.4,#95/5,6.2,N,,L.L.,N,G,N,SNBA,ID-982000406255194,9.82E+14,,,OK,4120503,365735,,N,N,N,N,
204,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,19,N,38.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563167,9.82E+14,,,OK,4121473,363220,,N,N,N,N,
245,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,23,N,38.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563114,9.82E+14,,,OK,4121468,363218,,N,N,N,N,
4,26-Apr-16,20160426,22:31,12:00,"AO, ADS","AO, ADS",,,,18.8,,,5.6,55,No,A; Etour,A,Plot,1,SS-26-APR-2016-02,4,N,38.6,#112/5,6,N,,L.L.,N,G,N,SNBA,ID-982000406255121,9.82E+14,,,OK,4118996,367361,,N,N,N,N,
232,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,10,N,38.6,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563045,9.82E+14,,,OK,4121478,363208,,N,N,N,N,
149,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,19,N,38.7,,8.8,N,,L.L.,N,GY,N,SNBA,ID-982000406562641,9.82E+14,,,OK,4121488,363223,PERI; Peed,Y,Y,N,N,
211,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,26,R,38.7,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562634,9.82E+14,,,OK,4121482,363212,,N,N,N,N,
499,17-Jul-16,20160717,21:37,22:08,"ADS, JF, FW",HM,,,24.4,24.3,92.4,0,5.2,57,No,E;FT1,E,Plot,5,SS-17-JUL-2016-01,2,N,38.7,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563079,9.82E+14,,,OK,4118384,366798,,N,N,N,N,
171,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,13,N,38.8,#307/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562530,9.82E+14,,,OK,4121491,363218,,N,Y,N,N,
199,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,14,N,38.8,,,N,,L.L.,N,DY,N,SNBA,ID-982000406563206,9.82E+14,,,OK,4121464,363227,,N,Y,N,N,
255,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,33,R,38.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406255137,9.82E+14,,,OK,4121464,363209,,N,N,N,N,
25,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,2,N,38.9,#464/5,,N,,L.L.,N,G,N,SNBA,ID-982000406562596,9.82E+14,,,OK,4118975,367368,,N,N,N,N,
34,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,11,N,39,#462/5,,N,,L.L.,N,GY,N,SNBA,ID-982000406562550,9.82E+14,,,OK,4118976,367379,,N,Y,N,N,
123,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,11,N,39,,6.2,N,,L.L.,N,G,N,SNBA,ID-982000406255188,9.82E+14,,,OK,-,-,,N,N,N,N,
133,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,3,N,39,,5.2,N,,L.L.,FAINT,G,N,M,ID-982000406562865,9.82E+14,,,OK,4121466,363210,K pads faint,N,N,N,N,
153,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,23,N,39,,5,N,,L.L.,N,G,N,SNBA,ID-982000406562658,9.82E+14,,,OK,4121473,363194,PERI,Y,Y,N,N,
192,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,7,N,39.1,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563222,9.82E+14,,,OK,4121474,363232,,N,N,N,N,
231,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,9,N,39.1,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563036,9.82E+14,,,OK,4121478,363208,,N,Y,N,N,
239,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,17,R,39.1,,,N,,L.L.,N,G,N,SNBA,ID-982000406562830,9.82E+14,,,OK,4121464,363209,,N,N,N,N,
144,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,14,N,39.2,,6.9,Y,,L.L.,N,GY,N,SNBA,ID-982000406562638,9.82E+14,,,OK,4121466,363197,PERI,Y,Y,N,N,
190,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,5,N,39.2,,,N,,L.L.,N,G,N,SNBA,ID-982000406563204,9.82E+14,,,OK,4121491,363222,,N,N,N,N,
262,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,40,R,39.3,,,N,,L.L.,N,GY,N,SNBA,ID-982000406562826,9.82E+14,,,OK,4121489,363235,,N,N,N,N,
8,26-Apr-16,20160426,22:31,12:00,"AO, ADS","AO, ADS",,,,18.8,,,5.6,55,No,A; Etour,A,Plot,1,SS-26-APR-2016-02,8,N,39.4,#112/5,6,N,,L.L.,N,G,N,SNBA,ID-982000406255152,9.82E+14,,,OK,4118996,367361,,N,N,N,N,
113,25-Apr-16,20160425,20:40,23:15,"ADS, AO",AO,,,,,,,6.2,45,No,B; FTown Loop,B,Plot,1,SS-25-APR-16-01,1,N,39.4,,5.6,N,,L.L.,N,G,N,SNBA,ID-982000406255139,9.82E+14,,,OK,-,-,,N,Y,N,N,
198,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,13,N,39.4,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563129,9.82E+14,,,OK,4121476,363234,,N,N,N,N,
38,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,15,R,39.5,#459/5,,N,,L.L.,N,G,N,SNBA,ID-982000406255121,9.82E+14,,,OK,4118995,367374,,N,N,N,N,
474,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,14,N,39.5,#354/5,8.7,N,,L.L.,N,DY,N,SNBA,ID-982000406562597,9.82E+14,,,OK,4118370,365797,PERI; Peed,Y,Y,N,N,
36,9-Jun-16,20160609,21:30,,"KN, JF",ADS,,,20.9,20.6,81,0,6,45,No,A; Etour,A,Plot,4,SS-09-Jun-2016-01,13,N,39.6,,,N,,L.L.,N,G,N,SNBA,ID-982000406562578,9.82E+14,,,OK,4118977,367365,,N,Y,N,N,
189,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,4,N,39.6,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563321,9.82E+14,,,OK,4121482,363226,,N,N,N,N,
244,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,22,R,39.6,,,N,,L.L.,N,DY,N,SNBA,ID-982000406562569,9.82E+14,,,OK,4121474,363220,,N,N,N,N,
159,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,1,N,39.7,#316/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562600,9.82E+14,,,OK,4121475,363208,PERI,Y,N,N,N,
200,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,15,N,39.7,,,N,,L.L.,N,G,N,SNBA,ID-982000406563180,9.82E+14,,,OK,4121477,363226,,N,N,N,N,
288,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,14,R,39.8,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563282,9.82E+14,,,OK,4121469,363227,,N,N,N,N,
468,13-May-16,20160513,22:30,0:50,"ADS, MRL",?,,,18.9,16.5,95.3,0,5.1,80,No,E; FT1,E,Plot,2,SS-13-MAY-2016-01,8,N,39.8,#354/5,8.7,N,,L.L.,N,GY,N,SNBA,ID-982000406562689,9.82E+14,,,OK,4118370,365797,PERI; Peed,Y,Y,N,N,
167,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,9,N,39.9,#309/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562589,9.82E+14,,,OK,4121499,363230,PERI,Y,Y,N,N,
248,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,26,N,40.1,,,N,,L.L.,N,G,N,SNBA,ID-982000406563288,9.82E+14,,,OK,4121488,363226,,N,N,N,N,
279,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,5,R,40.1,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563271,9.82E+14,,,OK,4121499,363222,,N,N,N,N,
256,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,34,N,40.2,,,N,,L.L.,N,G,N,SNBA,ID-982000406563215,9.82E+14,,,OK,4121481,363227,,N,Y,N,N,
266,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,44,R,40.2,,,Y,,L.L.,N,GY,N,SNBA,ID-982000406563180,9.82E+14,,,OK,4121476,363224,,N,N,N,N,
261,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,39,R,40.3,,,N,,L.L.,N,GY,N,SNBA,ID-982000406255142,9.82E+14,,,OK,4121487,363233,,N,N,N,N,
257,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,35,R,40.4,,,N,,L.L.,N,G,N,SNBA,ID-982000406255117,9.82E+14,,,OK,4121480,363225,,N,N,N,N,
207,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,22,N,40.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563183,9.82E+14,,,OK,4121476,363221,,N,N,N,N,
242,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,20,R,40.5,,,N,,L.L.,N,G,N,SNBA,ID-982000406562540,9.82E+14,,,OK,4121480,363215,,N,N,N,N,
251,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,29,N,40.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563304,9.82E+14,,,OK,4121492,363230,,N,Y,N,N,
238,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,16,R,40.6,,,N,,L.L.,N,G,N,SNBA,ID-982000406563183,9.82E+14,,,OK,4121480,363212,,N,N,N,N,
260,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,38,N,40.6,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563032,9.82E+14,,,OK,4121487,363233,,N,Y,N,N,
145,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,15,N,40.7,,5.4,N,,L.L.,N,GY,N,SNBA,ID-982000406562680,9.82E+14,,,OK,4121489,363215,PERI,Y,Y,N,N,
151,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,21,N,40.7,,6.8,N,,L.L.,N,GY,N,SNBA,ID-982000406562650,9.82E+14,,,OK,4121485,363224,Peed,N,N,N,N,
420,5-Jul-16,20160705,23:42,,"KN, ADS","HM, ADS",,,25.7,25,98.5,0,6.1,55,No,C; Gooseley,C,Plot,5,SS-05-JUL-2016-02,8,R,40.7,,,N,,L.L.,N,DY,N,SNBA,ID-982000406562645,9.82E+14,,,OK,4120501,365721,,N,N,N,N,
235,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,13,N,40.9,,,N,,L.L.,N,G,N,SNBA,ID-982000406563303,9.82E+14,,,OK,4121480,363215,,N,Y,N,N,
369,25-Apr-16,20160425,23:50,1:15,"ADS, AO",AO,,,,17.9,,0.8,5.6,45,No,C; Gooseley,C,Plot,1,SS-25-APR-2016-02,3,N,40.9,#92/5,6.8,N,,L.L.,N,G,N,SNBA,ID-982000406255146,9.82E+14,,,OK,4120485,365730,,N,N,N,N,
460,27-Apr-16,20160427,22:10,22:54,"ADS, AO, SB",SB,,,,15.5,89.8,,5,40,No,E; FT1,E,Plot,1,SS-27-APR-2016-01,4,N,40.9,#017/8,6.2,1/2 inch,,L.L,N,DY,N,SNBA,ID-982000406562660,9.82E+14,,,OK,4118403,365801,,N,N,Y,N,
17,22-May-16,20160522,21:39,,"ADS, MRL",HW,,,15,13.8,100,0,5.9,40,Yes,A; Etour,A,Plot,3,SS-22-MAY-2016-01,3,N,41,#332/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562839,9.82E+14,,,OK,4118982,367372,,N,N,N,N,
147,7-May-16,20160507,21:39,22:04,"ADS, MRL, BN",?,,,13.8,13.1,94.7,0,6.6,30,No,B; FTown Loop,B,Plot,2,SS-07-MAY-2016-01,17,N,41,,8.2,Y,,L.L.,N,GY,N,SNBA,ID-982000406562632,9.82E+14,,,OK,4121485,363224,Peed,N,N,N,N,
78,21-Jul-16,20160721,21:09,23:00,"ADS, JF, FW","HM, ADS",,,25.8,25.3,85.7,0,6.1,53,No,A; Etour,A,Plot,6,SS-21-JUL-2016-01,6,R,41.2,,,N,,L.L.,N,GY,N,SNBA,ID-982000406255121,9.82E+14,,,OK,4119000,367365,,N,N,N,N,
275,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,1,N,41.2,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563265,9.82E+14,,,OK,4121479,363215,,N,Y,N,N,
194,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,9,N,41.3,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563216,9.82E+14,,,OK,4121478,363212,,N,N,N,N,
265,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,43,R,41.3,,,Y,,L.L.,N,GY,N,SNBA,ID-982000406563222,9.82E+14,,,OK,4121476,363224,,N,N,N,N,
161,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,3,N,41.4,#318/8,,N,,L.L.,N,G,N,SNBA,ID-982000406562540,9.82E+14,,,OK,4121477,363223,,N,N,N,N,
187,24-Jun-16,20160624,21:25,,"KN, JF",ADS,,,25.2,,92.3,,6,53,No,B; FTown Loop,B,Plot,4,SS-24-JUN-2016-01,2,N,41.4,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563271,9.82E+14,,,OK,4121491,363222,,N,N,N,N,
281,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,7,R,41.5,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563058,9.82E+14,,,OK,4121476,363219,,N,N,N,N,
176,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,18,N,42,#314/8,,N,,L.L.,N,GY,N,SNBA,ID-982000406562895,9.82E+14,,,OK,4121490,363216,,N,N,N,N,
291,18-Jul-16,20160718,21:46,23:38,"ADS, JF, FW","HM, ADS",,,24.6,26.1,96,0,5.7,60,No,B; Ftown Loop,B,Plot,6,SS-18-Jul-2016-01,17,R,42,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563129,9.82E+14,,,OK,4121478,363236,,N,N,N,N,
241,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,19,N,42.7,,,N,,L.L.,N,GY,N,SNBA,ID-982000406563058,9.82E+14,,,OK,4121478,363225,,N,N,N,N,
252,6-Jul-16,20160706,22:00,1:00,"KN, ADS","HM, JF",,,24.8,24.2,100,0,6.2,49,Light,B; FTown Loop,B,Plot,5,SS-06-JUL-2016-01,30,N,42.7,,,N,,L.L.,N,G,N,SNBA,ID-982000406563302,9.82E+14,,,OK,4121485,363228,,N,Y,N,N,
56,3-Jul-16,20160703,21:45,23:57,"ADS, JF",KN,,,21.5,22.1,90.4,0,6.4,60,No,A; Etour,A,Plot,5,SS-03-JUL-2016-01,6,R,42.8,,,N,,L.L.,N,G,N,SNBA,ID-982000406255121,9.82E+14,,,OK,4118998,367377,,N,N,N,N,
175,21-May-16,20160521,21:20,22:26,"ADS, MRL",HW,,,16.8,15.4,94.8,0,6.4,55,,B; FTown Loop,B,Plot,3,SS-21-MAY-2016-01,17,N,42.8,#315/8,,N,,L.L.,N,DY,N,SNBA,ID-982000406562859,9.82E+14,,,OK,4121499,363222,,N,N,N,N,
