Index ,Date,Date_num,Start_time,End_time,Observers,Scribe,X-coord,Y-coord,Ground_Temp (C),Ambient_Temp (C),RH (%),Wind,Rain,Plot_ID,Survey_Type,Survey_Number,Sheet_ID,Missed Toads,Fooled by Spider Eyeshine,No.,Recap,SVL(mm),GPS_Waypoint,Mass,Mass/SVL ratio,Burrow(Y/N),Burrow_depth,Microhabitat,Pads,Color,Eggs,STAGE,Unique_ID,FINAL_Pittag_toeclip,Plot_ID,PIT-tag_Toeclip,,Body Condition,Ycoord,Xcoord,Comments,Head_Width,Incidental(remove_from_survey),Matured during survey
1061,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,50,N,29.6,#455/5,3.7,0.125,N,,L.L.,N,G,N,SNBA,ID-T18-3,T18-3,T18,,,OK,4118935,367317,,,,N
789,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,5,N,25,#232/8,1.8,0.072,N,,L.L,N,G,N,SNBA,ID-T15-4,T15-4,T15,,,OK,4119856,365895,,,,N
987,10-May-16,20160510,22:05,0:42,"ADS, MRL, BN, NK",?,,,17.5,16.2,91.2,,,T18,Transect,1,TRAN-10-MAY-2016-01,,,20,N,29.9,#295/5,3.3,0.110367893,N,,L.L.,N,G,N,SNBA,ID-T18-4,T18-4,T18,,,OK,4118916,367281,,,,N
790,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,6,N,28.4,#233/8,2.2,0.077464789,N,,L.L,N,G,N,SNBA,ID-T15-5,T15-5,T15,,,OK,4119866,365903,,,,N
815,29-May-16,20160529,22:12,23:30,"ADS, MRL",JF,,,23.1,23.3,33.4,0,Rained earlier,T15,Transect,2,TRAN-29-MAY-2016-01,,,8,R,29.4,#415/8,1.9,0.06462585,N,,L.L.,N,G,N,SNBA,ID-T15-5,T15-5,T15,,,OK,4119872,365894,,,,N
795,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,11,N,26.2,#237/8,,,N,,L.L,N,G,N,SNBA,ID-T15-20,T15-20,T15,,,OK,4119838,365903,,,,N
797,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,13,N,27.5,#239/8,2.1,0.076363636,N,,L.L,N,G,N,SNBA,ID-T15-30,T15-30,T15,,,OK,4119833,365883,,,,N
798,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,14,N,28.2,#240/8,2.2,0.078014184,N,,L.L,N,G,N,SNBA,ID-T15-40,T15-40,T15,,,OK,4119838,365893,,,,N
800,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,16,N,27.6,#242/8,1.8,0.065217391,N,,L.L,N,G,N,SNBA,ID-T15-50,T15-50,T15,,,OK,4119843,365894,,,,N
802,11-May-16,20160511,23:58,2:02,"NEK, MRL",ADS,,,18.3,17,94.6,,No,T15,Transect,1,TRAN-11-MAY-2016-02,,,18,N,24.9,#244/8,2,0.080321285,N,,L.L,N,GY,N,SNBA,ID-T15-100,T15-100,T15,,,OK,4119839,365891,,,,N
811,29-May-16,20160529,22:12,23:30,"ADS, MRL",JF,,,23.1,23.3,33.4,0,Rained earlier,T15,Transect,2,TRAN-29-MAY-2016-01,,,4,N,28.8,#412/8,2.3,0.079861111,N,,L.L.,N,G,N,SNBA,ID-T15-200,T15-200,T15,,,OK,4119846,365897,,,,N
883,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,3,R,34.9,,Peed,,N,,L.L.,N,GY,N,SNBA,ID-T15-200,T15-200,T15,,,OK,4119863,365893,,,,N
817,29-May-16,20160529,22:12,23:30,"ADS, MRL",JF,,,23.1,23.3,33.4,0,Rained earlier,T15,Transect,2,TRAN-29-MAY-2016-01,,,10,N,26.9,#417/8,1.8,0.066914498,N,,L.L.,N,G,N,SNBA,ID-T15-300,T15-300,T15,,,OK,4119880,365878,,,,N
839,22-Jun-16,20160622,21:45,23:15,"ADS, JF",KN,,,24,24.5,80.7,,No,T15,Transect,4,TRAN-22-JUN-2016-01,2,,4,R,29.4,,2.5,0.085034014,N,,L.L.,N,GY,N,SNBA,ID-T15-300,T15-300,T15,,,OK,4119856,365886,,,,N
867,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,13,R,29.8,,3.4,0.11409396,N,,L.L.,N,G,N,SNBA,ID-T15-300,T15-300,T15,,,OK,4119846,365887,,,,N
825,13-Jun-16,20160613,23:44,0:42,"KN, ADS",JF,,,20.3,20.6,79.4,,,T15,Transect,3,TRAN-13-JUN-2016-02,4,,2,N,31.7,#532/8,2.9,0.09148265,N,,L.L.,N,GY,N,SNBA,ID-T15-400,T15-400,T15,,,OK,4119858,365886,,,,N
831,13-Jun-16,20160613,23:44,0:42,"KN, ADS",JF,,,20.3,20.6,79.4,,,T15,Transect,3,TRAN-13-JUN-2016-02,4,,8,N,29.8,#538/8,3,0.100671141,N,,L.L.,N,GY,N,SNBA,ID-T15-500,T15-500,T15,,,OK,4119856,365860,,,,N
843,22-Jun-16,20160622,21:45,23:15,"ADS, JF",KN,,,24,24.5,80.7,,No,T15,Transect,4,TRAN-22-JUN-2016-01,2,,8,N,29,,Peed,,N,,L.L.,N,GY,N,SNBA,ID-T15-1000,T15-1000,T15,,,OK,4119849,365897,,,,N
890,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,10,R,32.4,,3.4,0.104938272,N,,L.L.,N,GY,N,SNBA,ID-T15-1000,T15-1000,T15,,,OK,4119882,365883,,,,N
863,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,9,N,28.1,,3.9,0.138790036,N,,L.L.,N,GY,N,SNBA,ID-T15-2000,T15-2000,T15,,,OK,4119844,365880,,,,N
868,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,14,N,29.7,,3,0.101010101,N,,L.L.,N,G,N,SNBA,ID-T15-3000,T15-3000,T15,,,OK,4119831,365877,,,,N
877,14-Jul-16,20160714,21:47,23:24,"ADS, FW",JF,,,25.5,26.1,96.7,0,No,T15,Transect,5,TRAN-14-JUL-2016-01,3,,23,N,27.3,,3.7,0.135531136,N,,L.L.,N,G,N,SNBA,ID-T15-4000,T15-4000,T15,,,OK,4119814,365865,,,,N
902,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,22,R,29.3,,2.4,0.081911263,N,,L.L.,N,GY,N,SNBA,ID-T15-4000,T15-4000,T15,,,Toe clip didn't heal correctly,4119830,365860,,,,N
948,18-Jun-17,20170618,0:36,2:15,"HM, LC",JL,,,,29.4,97.1  Check NOAA,,no,T15,Transect,3,TR-18-JUN-2017-03,,,6,N,45.3,1492,Pee,,N,,,N,Y,N,SNBA,ID-900118001076847,9.00E+14,T15,,,Okay,4119866,365892,,17.9,,N
132,10-Jul-16,20160710,22:00,0:15,"ADS, KN",JF,,,24.6,23.9,90.7,0,No,T0,Transect,5,TRAN-10-JUL-2016-01,9,,30,N,51,,12.2,0.239215686,N,,L.L.,N,GY,N,SNBA,ID-900118001076888,9.00E+14,T0,9.00E+14,,OK,4121380,363175,,,,N
546,12-Jul-16,20160712,22:33,0:21,"ADS, JF",HM,,,25.3,25.2,88.8,0,No,T9,Transect,5,TRAN-12-JUL-2016-01,1,,4,N,48.1,,Peed,,N,,L.L.,N,DY,N,SNBA,ID-900118001076996,9.00E+14,T9,,,OK,4117909,365027,,,,N
1185,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,6,N,33.7,1231,5.9,0.175074184,N,,,N,GY,N,SNBA,ID-900118001077344,9.00E+14,T18,,,L eye blind,4118913,367255,,15.1,,N
897,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,17,N,44.6,,12,0.269058296,N,,L.L.,N,DY,N,SNBA,ID-900118001077398,9.00E+14,T15,,,OK,4119847,365871,,,,N
1206,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,27,N,40,1253,7.5,0.1875,N,,,N,GY,N,SNBA,ID-900118001077564,9.00E+14,T18,,,OK,4118914,367281,,16,,N
1184,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,5,N,36.8,1230,7.7,0.20923913,N,,,N,GY,N,SNBA,ID-900118001077597,9.00E+14,T18,,,OK,4118887,367268,,15.6,,N
1249,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,18,R,37.2,1374,6.6,0.177419355,N,,,N,G,N,SNBA,ID-900118001077597,9.00E+14,T18,,,okay,4118878,367267,,15.4,,N
1264,16-Jun-17,20170616,2100,156,"HM, JL",LC,,,,23.1,98.7,,,T18,Transect,3,TR-16-Jun-2017-01,5,,33,N,42,1389,9.8,0.233333333,N,,,N,G,N,SNBA,ID-900118001077835,9.00E+14,T18,,,okay,4118922,367266,,18,,N
38,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,17,N,45.3,509/8,11.1,0.245033113,N,,L.L.,N,GY,N,SNBA,ID-900118001077869,9.00E+14,T0,9.00E+14,,OK,4121379,363190,,,,N
296,24-Jul-16,20160724,21:11,22:46,"ADS, HM",JF,,,33,32.4,90.3,0,No,T3,Transect,6,TRAN-24-JUL-2016-01,2,3,14,N,42.4,,8,0.188679245,N,,L.L.,N,GY,N,SNBA,ID-900118001077896,9.00E+14,T3,,,OK,4121239,363834,,,,N
152,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,15,N,47.9,,12.2,0.254697286,N,,L.L.,N,GY,N,SNBA,ID-900118001078006,9.00E+14,T0,9.00E+14,,OK,4121400,363154,,,,N
622,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,28,N,38.7,1287,Peed,,N,,,N,G,N,SNBA,ID-900118001078026,9.00E+14,T9,,,OK,4117884,365100,,16.4,,N
36,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,15,N,42.2,507/8,9.1,0.21563981,N,,L.L.,N,GY,N,SNBA,ID-900118001078045,9.00E+14,T0,9.00E+14,,OK,4121385,363184,,,,N
133,10-Jul-16,20160710,22:00,0:15,"ADS, KN",JF,,,24.6,23.9,90.7,0,No,T0,Transect,5,TRAN-10-JUL-2016-01,9,,31,R,47.9,,10.8,0.225469729,N,,L.L.,N,G,N,SNBA,ID-900118001078045,9.00E+14,T0,9.00E+14,,OK,4121378,363176,,,,N
165,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,28,N,42.5,,8.6,0.202352941,N,,L.L.,N,GY,N,SNBA,ID-900118001078462,9.00E+14,T0,9.00E+14,,OK,4121337,363208,Out of transect,,Y,N
580,25-Jul-16,20160725,21:07,21:55,"ADS, JF",HM,,,30,26.8,88.9,0,No,T9,Transect,6,TRAN-25-JUL-2016-01,0,1,2,N,49.2,,13.4,0.272357724,N,,L.L.,N,GY,N,SNBA,ID-900118001078478,9.00E+14,T9,,,OK,4117928,365026,,,,N
640,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,46,N,38.6,1305,9.5,0.24611399,N,,,N,GY,N,SNBA,ID-900118001078554,9.00E+14,T9,,,OK,4117900,365125,,17.2,,N
1183,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,4,N,38.4,1228,7.2,0.1875,N,,,N,G,N,SNBA,ID-900118001078645,9.00E+14,T18,,,OK,4118901,367268,,15.8,,N
358,18-Jun-17,20170618,2110,2251,"HM, LC",JL,,,,28.9,100  check NOAA,,no,T3,Transect,3,TR-18-JUN-2017-01,,,8,N,42.5,1464,9.2,0.216470588,N,,,N,GY,N,SNBA,ID-900118001078696,9.00E+14,T3,,,Okay,4121185,363829,,18,,N
881,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,1,N,42,,9.8,0.233333333,N,,L.L.,N,GY,N,SNBA,ID-900118001078940,9.00E+14,T15,,,OK,4119844,365912,,,,N
1225,1-Jul-17,20170701,2143,2249,"ADS, LC",,4118903,367265,,31.6,86.2,,,T18,Transect,4,TR-1-JUL-2017-01,,,2,R,51,509,13,0.254901961,N,,,N,GY,N,SNBA,ID-900118001079102,9.00E+14,T18,,,okay,4118911,367256,,21,,Y
637,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,43,N,42.7,1302,9.3,0.217798595,N,,,N,DY,N,SNBA,ID-900118001079164,9.00E+14,T9,,,OK,4117903,365116,,18.1,,N
842,22-Jun-16,20160622,21:45,23:15,"ADS, JF",KN,,,24,24.5,80.7,,No,T15,Transect,4,TRAN-22-JUN-2016-01,2,,7,N,37.6,,7.1,0.188829787,N,,L.L.,N,DY,N,SNBA,ID-900118001079197,9.00E+14,T15,,,OK,4119845,365895,,,,N
529,27-Jun-16,20160627,21:36,23:37,"ADS, JF",KN,,,24.5,24.4,90.3,0,No,T9,Transect,4,TRAN-27-JUN-2016-01,10,,23,N,43,,Peed,,N,,L.L.,N,G,N,SNBA,ID-900118001079350,9.00E+14,T9,,,OK,4117878,365077,,,,N
1033,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,22,N,48.5,#437/5,9,0.18556701,N,,L.L.,N,G,N,SNBA,ID-900118001079403,9.00E+14,T18,,,OK,4118887,367288,,,,N
895,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,15,N,42.7,,10.6,0.24824356,N,,L.L.,N,GY,N,SNBA,ID-900118001079515,9.00E+14,T15,,,OK,4119853,365885,,,,N
28,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,7,N,45.2,500/8,12.6,0.278761062,N,,L.L.,N,GY,N,SNBA,ID-900118001079717,9.00E+14,T0,9.00E+14,,OK,4121422,363159,,,,N
71,28-Jun-16,20160628,21:51,0:09,"KN, ADS",JF,,,24.6,23.2,100,0,Rained earlier,T0,Transect,4,TRAN-28-JUN-2016-01,15,,16,R,44.8,,12.2,0.272321429,N,,L.L.,N,DY,N,SNBA,ID-900118001079717,9.00E+14,T0,9.00E+14,,OK,4121408,363159,,,,N
116,10-Jul-16,20160710,22:00,0:15,"ADS, KN",JF,,,24.6,23.9,90.7,0,No,T0,Transect,5,TRAN-10-JUL-2016-01,9,,14,R,45.6,,13.8,0.302631579,N,,L.L.,N,GY,N,SNBA,ID-900118001079717,9.00E+14,T0,9.00E+14,,OK,4121406,363165,,,,N
621,12-Jun-17,20170612,2055,46,"HM, JL",LC,,,,22.9,28.5,,No,T9,Transect,2,TR-12-JUN-2017-01,,,27,N,41.6,1286,8.7,0.209134615,N,,,N,GY,N,SNBA,ID-900118001079858,9.00E+14,T9,,,OK,4117923,365086,,17.1,,N
81,28-Jun-16,20160628,21:51,0:09,"KN, ADS",JF,,,24.6,23.2,100,0,Rained earlier,T0,Transect,4,TRAN-28-JUN-2016-01,15,,26,N,49.4,,11.8,0.238866397,N,,L.L.,N,Y,N,SNBA,ID-900118001079903,9.00E+14,T0,9.00E+14,,OK,4121410,363175,,,,N
1058,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,47,N,42.5,#452/5,7.6,0.178823529,N,,L.L.,N,DY,N,SNBA,ID-900118001080088,9.00E+14,T18,,,OK,4118925,367315,,,,Y
1128,26-Jun-16,20160626,21:44,23:29,"KN, ADS",JF,,,22.3,21.7,84.9,,No,T18,Transect,4,TRAN-26-JUN-2016-01,10,,26,R,43.7,,8.8,0.201372998,N,,L.L.,N,DY,N,SNBA,ID-900118001080088,9.00E+14,T18,,,OK,4118929,367345,,,,Y
159,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,22,N,48.9,,10.7,0.218813906,N,,L.L.,N,GY,N,SNBA,ID-900118001080261,9.00E+14,T0,9.00E+14,,OK,4121386,363176,,,,N
1052,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,41,N,47.5,#448/5,8.4,0.176842105,N,,L.L.,N,G,N,SNBA,ID-900118001080576,9.00E+14,T18,,,OK,4118913,367314,,,,Y
237,13-Jun-16,20160613,22:07,22:55,"ADS, JF",KN,,,22,21.6,70.4,0,No,T3,Transect,3,TRAN-13-JUN-2016-03,,,8,N,53.2,#529,16.5,0.310150376,N,,L.L.,N,Y,N,SNBA,ID-900118001080598,9.00E+14,T3,,,OK,4121203,363842,,,,Y
233,13-Jun-16,20160613,22:07,22:55,"ADS, JF",KN,,,22,21.6,70.4,0,No,T3,Transect,3,TRAN-13-JUN-2016-03,,,4,N,43.4,#525,10.6,0.244239631,N,,L.L.,N,DY,N,SNBA,ID-900118001080722,9.00E+14,T3,,,OK,4121226,363822,,,,N
241,25-Jun-16,20160625,23:10,0:23,"ADS, JF",KN,,,21.6,21.7,91.4,1.1,No,T3,Transect,4,TRAN-25-JUN-2016-04,,,2,R,43.4,,10.5,0.241935484,N,,L.L.,N,DY,N,SNBA,ID-900118001080722,9.00E+14,T3,,,OK,4121225,363826,,,,N
240,25-Jun-16,20160625,23:10,0:23,"ADS, JF",KN,,,21.6,21.7,91.4,1.1,No,T3,Transect,4,TRAN-25-JUN-2016-04,,,1,N,51,,15.5,0.303921569,N,,L.L.,N,GY,N,SNBA,ID-900118001080864,9.00E+14,T3,,,OK,4121220,363795,,,,N
1187,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,8,N,45.6,1233,10.5,0.230263158,N,,,N,GY,N,SNBA,ID-900118001080887,9.00E+14,T18,,,OK,4118915,367279,Minor bleeding,18.1,,N
947,18-Jun-17,20170618,0:36,2:15,"HM, LC",JL,,,,29.4,97.1  Check NOAA,,no,T15,Transect,3,TR-18-JUN-2017-03,,,5,N,40.5,1491,Pee,,N,,,N,GY,N,SNBA,ID-900118001081131,9.00E+14,T15,,,everted cloaca bleed,4119867,365898,,17.1,,N
1051,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,40,N,46.2,#446/5,9.2,0.199134199,N,,L.L.,N,DY,N,SNBA,ID-900118001081143,9.00E+14,T18,,,OK,4118934,367309,,,,Y
1180,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,1,N,53.5,1225,19.8,0.370093458,N,,,N,DY,N,SNBA,ID-900118001081147,9.00E+14,T18,,,OK,4118900,367242,,21.4,,N
1181,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,2,N,47.9,1226,13.9,0.290187891,N,,,N,DY,N,SNBA,ID-900118001081262,9.00E+14,T18,,,OK,4118881,367254,,19,,N
779,17-Jun-17,20170617,30,114,"LC, HM",JR,,,,24.2,100,,no,T14,Transect,3,TR-17-JUN-2017-02,,,1,N,47.9,1454,13.3,0.277661795,N,,,N,DY,N,SNBA,ID-900118001081270,9.00E+14,T14,,,OK,4118712,365078,,20,,N
946,18-Jun-17,20170618,0:36,2:15,"HM, LC",JL,,,,29.4,97.1  Check NOAA,,no,T15,Transect,3,TR-18-JUN-2017-03,,,4,N,45.8,1490,10.5,0.229257642,N,,,N,DY,N,SNBA,ID-900118001081554,9.00E+14,T15,,,Okay- hard fatty deposit,4119875,365897,,18.7,,N
1192,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,13,N,37.8,1239,6.7,0.177248677,N,,,N,GY,N,SNBA,ID-900118001081806,9.00E+14,T18,,,OK,4118899,367280,,15.4,,N
1060,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,49,N,41,#454/5,7.6,0.185365854,N,,L.L.,N,DY,N,SNBA,ID-900118001082086,9.00E+14,T18,,,OK,4118927,367317,,,,Y
141,23-Jul-16,20160723,22:05,23:50,"HM, ADS",JF,,,25.7,26.8,95.5,0,No,T0,Transect,6,TRAN-23-JUL-2016-01,2,,4,N,47.6,,10.7,0.224789916,N,,L.L.,N,GY,N,SNBA,ID-900118001082631,9.00E+14,T0,9.00E+14,,OK,4121418,363137,,,,Y
1210,11-Jun-17,20170611,2122,50,"HM, JL",LC,,,,25.5,75.8,,No,T18,Transect,2,TR-11-JUN-2017-01,1,,31,N,40.4,1257,7.3,0.180693069,N,,,N,DY,N,SNBA,ID-900118001083049,9.00E+14,T18,,,OK,4118922,367335,,17.3,,N
1067,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,4,N,34.9,#552/8,3.6,0.103151862,N,,L.L.,N,GY,N,SNBA,ID-982000363612532,9.82E+14,T18,,,OK,4118905,367250,,,,N
1016,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,5,N,31.1,#427/5,4,0.128617363,N,,L.L.,N,G,N,SNBA,ID-982000363614362,9.82E+14,T18,,,OK,4118915,367252,Amended because of recap on 18-Jun-2016,,,N
1059,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,48,N,33.2,#453/5,4.1,0.123493976,N,,L.L.,N,GY,N,SNBA,ID-982000363614611,9.82E+14,T18,,,OK,4118923,367317,,,,N
1049,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,38,N,32,#447/5,,,N,,L.L.,N,GY,N,SNBA,ID-982000363614616,9.82E+14,T18,,,OK,4118926,367300,,,,N
824,13-Jun-16,20160613,23:44,0:42,"KN, ADS",JF,,,20.3,20.6,79.4,,,T15,Transect,3,TRAN-13-JUN-2016-02,4,,1,N,31.5,#531/8,3,0.095238095,N,,L.L.,N,GY,N,SNBA,ID-982000363614617,9.82E+14,T15,,,OK,4119864,365890,,,,N
886,24-Jul-16,20160724,23:24,0:50,"ADS, HM",JF,,,27.9,28.1,94.2,0,No,T15,Transect,6,TRAN-24-JUL-2016-02,0,,6,R,34.3,,3.4,0.099125364,N,,L.L.,N,GY,N,SNBA,ID-982000363614617,9.82E+14,T15,,,OK,4119867,365872,,,,N
931,13-Jun-17,20170613,1234,2:06,"HM, LC",JL,,,,27,87,,,T15,Transect,2,TR-13-JUN-2017-03,3,,6,R,38,1346,5.9,0.155263158,N,,,N,GY,N,SNBA,ID-982000363614617,9.82E+14,T15,,,Okay,4119852,365867,,14.6,,N
830,13-Jun-16,20160613,23:44,0:42,"KN, ADS",JF,,,20.3,20.6,79.4,,,T15,Transect,3,TRAN-13-JUN-2016-02,4,,7,N,31.1,#537/8,2.9,0.093247588,N,,L.L.,N,GY,N,SNBA,ID-982000363614618,9.82E+14,T15,,,OK,4119868,365871,,,,N
31,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,10,N,35.7,503/8,5.5,0.154061625,N,,L.L.,N,GY,N,SNBA,ID-982000363614623,9.82E+14,T0,9.82E+14,,OK,4121412,363183,,,,N
30,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,9,N,37.2,502/8,7,0.188172043,N,,L.L.,N,GY,N,SNBA,ID-982000363614627,9.82E+14,T0,9.82E+14,,OK,4121418,363162,,,,N
120,10-Jul-16,20160710,22:00,0:15,"ADS, KN",JF,,,24.6,23.9,90.7,0,No,T0,Transect,5,TRAN-10-JUL-2016-01,9,,18,R,37.4,,6.3,0.168449198,N,,L.L.,N,GY,N,SNBA,ID-982000363614627,9.82E+14,T0,9.82E+14,,OK,4121418,363170,,,,N
1066,18-Jun-16,20160618,21:27,23:51,"ADS, KN",JF,,,21.6,19.5,70.5,0,No,T18,Transect,3,TRAN-18-JUN-2016-01,18,,3,N,32.9,#551/8,3.8,0.11550152,N,,L.L.,N,GY,N,SNBA,ID-982000363614632,9.82E+14,T18,,,OK,4118911,367255,"Noted as recap, but this is the first time it appears",,,N
1046,7-Jun-16,20160607,21:30,0:56,"KD, ADS",JF,,,21.8,21.5,84.1,0,,T18,Transect,2,TRAN-07-JUN-2016-01,,,35,N,31.9,#446/5,,,N,,L.L.,N,G,N,SNBA,ID-982000363614652,9.82E+14,T18,,,OK,4118934,367309,,,,N
821,29-May-16,20160529,22:12,23:30,"ADS, MRL",JF,,,23.1,23.3,33.4,0,Rained earlier,T15,Transect,2,TRAN-29-MAY-2016-01,,,14,N,30.5,#421/8,2.2,0.072131148,N,,L.L.,N,G,N,SNBA,ID-982000363614654,9.82E+14,T15,,,OK,4119857,365879,,,,N
35,11-Jun-16,20160611,21:40,22:51,"ADS, JF",KN,,,25.4,26.1,79.5,,No,T0,Transect,2,TRAN-11-JUN-2016-01,,,14,N,37.5,506/8,5.5,0.146666667,N,,L.L.,N,GY,N,SNBA,ID-982000363614684,9.82E+14,T0,9.82E+14,,OK,4121382,363161,,,,N
